""	"Mean BirA.x"	"Mean FLNc.x"	"cluster"	"id"	"ÿþBirA_1"	"BirA_2"	"BirA_3"	"FLNc_1"	"FLNc_2"	"FLNc_3"	"Mean BirA.y"	"Mean FLNc.y"	"Number of proteins"	"Peptides"	"Unique peptides"	"Sequence coverage [%]"	"Unique sequence coverage [%]"	"Mol. weight [kDa]"	"Q-value"	"Score"	"Intensity"	"Mean"	"BirA_11"	"BirA_12"	"BirA_13"	"BirA_21"	"BirA_22"	"BirA_23"	"BirA_31"	"BirA_32"	"BirA_33"	"FLNc_11"	"FLNc_12"	"FLNc_13"	"FLNc_21"	"FLNc_22"	"FLNc_23"	"FLNc_31"	"FLNc_32"	"FLNc_33"	"Protein IDs"	"Majority protein IDs"	"Protein names"	"Gene names"
"43"	0.8293759	1.400287	1	"720"	1.138113	1.113771	0.236244	1.300395	1.614786	1.285681	0.8293759	1.400287	2	33	33	52.9	52.9	61.249	0	120.33	407710000	1.114831662	1.183839083	1.112135649	1.118363976	1.124373794	1.09282589	1.124112725	0.200494811	0.225955069	0.282282174	1.032236814	1.283320665	1.58562839	1.41441524	1.441471457	1.988471866	1.516323805	1.121527076	1.219191432	"Q60598;Q921L6"	"Q60598;Q921L6"	"Src substrate cortactin"	"Cttn"
"44"	0.5128381	1.002129	1	"1040"	0.7766318	0.6810257	0.08085673	1.027893	1.097598	0.8808976	0.5128381	1.002129	7	31	31	54.1	54.1	97.679	0	162.03	347390000	0.757483756	0.755813897	0.82254076	0.75154084	0.65435946	0.681684375	0.707033336	0.089763835	0.087674975	0.065131381	1.088224649	0.923578024	1.071875691	1.100825429	1.015846372	1.176121712	1.048597217	0.574065983	1.020029664	"Q9QXK3;A0A0M3HEQ7;Q9QXK3-4;Q9QXK3-3;Q9QXK3-2;Q9QZE5;Q7TNQ1"	"Q9QXK3;A0A0M3HEQ7;Q9QXK3-4"	"Coatomer subunit gamma-2"	"Copg2"
"45"	0.5945558	1.043108	1	"864"	0.8376548	0.8594241	0.08658841	1.059898	0.9221936	1.147233	0.5945558	1.043108	3	9	9	55.6	55.6	22.749	0	19.782	32113000	0.823076047	0.797634482	0.799740195	0.91558975	0.967178106	0.929418921	0.681675315	0.085040711	NA	0.088136099	NA	0.85263288	1.267164111	NA	0.935280025	0.909107327	1.014982343	NA	1.279484391	"Q8CI43;Q60605-2;Q60605"	"Q8CI43"	"Myosin light chain 6B"	"Myl6b"
"46"	0.8671985	1.001586	1	"1035"	1.076389	1.153347	0.3718596	0.9954289	1.018851	0.9904774	0.8671985	1.001586	1	21	21	56	56	61.859	0	65.812	109220000	0.966045	1.008216858	1.101231337	1.119717598	1.090399146	1.173797965	1.195844293	0.397679359	0.346039861	NA	0.673275113	0.893503129	1.419508457	0.935242593	1.183778524	0.937530816	0.86621052	1.114744425	NA	"Q9JLV1"	"Q9JLV1"	"BAG family molecular chaperone regulator 3"	"Bag3"
"47"	0.6742171	1.027782	1	"943"	0.9414747	0.9258972	0.1552794	0.9733095	1.063004	1.047033	0.6742171	1.027782	4	71	6	56.8	6.4	184.83	0	323.31	573500000	0.850999639	0.906782031	0.933416426	0.98422569	0.916927457	0.920118093	0.940645933	0.137765408	0.159988046	0.168084785	0.971998394	0.842301548	1.10562849	1.080195189	0.972650409	1.136165738	0.820457637	1.53813374	0.782508492	"Q99MS7;Q99MS7-3;Q99MS7-4;Q99MS7-5"	"Q99MS7"	"EH domain-binding protein 1-like protein 1"	"Ehbp1l1"
"48"	0.6161802	1.111784	1	"26"	0.7908812	0.8728415	0.1848178	1.109333	1.288549	0.9374689	0.6161802	1.111784	12	49	27	57	31.7	117.34	0	211.01	654380000	0.863981984	0.686564803	1.003762007	0.682316601	0.931773067	0.918098509	0.768652916	0.227758184	0.228605658	0.09808968	1.114130139	0.788398981	1.425471067	1.404603004	1.426293135	1.034751296	0.946766615	1.227140784	0.63849926	"A0A0B4J1M9;P27546-2;A0A0B4J1F2;P27546;P27546-3;A0A0G2JG35;A0A0G2JFT4;A0A0G2JFK3;A0A0G2JDY5;Q78TF3;A0A0G2JE57;A0A0G2JDU1"	"A0A0B4J1M9;P27546-2;A0A0B4J1F2;P27546;P27546-3"	"Microtubule-associated protein;Microtubule-associated protein 4"	"Map4"
"49"	0.6257986	1.214389	1	"803"	0.7699814	0.7676982	0.3397164	1.00436	1.193757	1.445049	0.6257986	1.214389	6	29	29	57.6	57.6	64.774	0	220.83	258680000	0.920093773	0.783674955	0.766888499	0.759380758	0.811078787	0.739422023	0.752593875	0.355508953	0.321474165	0.342165977	1.005207896	0.693596423	1.314276099	1.26905632	0.989064336	1.323150992	1.554586053	1.510115862	1.270445943	"Q80UG5-3;A2A6U3;Q80UG5;Q80UG5-2;A2A6U5;A8Y5D3"	"Q80UG5-3;A2A6U3;Q80UG5;Q80UG5-2"	"Septin-9"	"9-Sep"
"50"	0.5142248	0.7092689	1	"406"	0.7113962	0.7165002	0.1147781	0.6893601	0.7894289	0.6490177	0.5142248	0.7092689	2	38	37	57.6	57	123.43	0	113.2	120720000	0.640477976	0.677999079	0.751232922	0.704956532	0.689433157	0.724013567	0.736053705	0.096144982	0.133411139	NA	0.648861051	0.668613195	0.750605941	0.801700413	0.825271666	0.741314828	0.560826898	0.737208545	NA	"O70373;E9QQ93"	"O70373;E9QQ93"	"Xin actin-binding repeat-containing protein 1"	"Xirp1"
"51"	0.7036695	1.747888	1	"773"	1.000438	0.9963096	0.1142605	1.548012	1.705936	1.989715	0.7036695	1.747888	2	91	91	59.1	59.1	201.77	0	323.31	7042800000	1.22577856	0.979721367	1.019946694	1.001647234	0.98955214	1.016029954	0.983346581	0.102502294	0.111363336	0.12891598	1.473996878	1.649829507	1.520208836	1.707500219	1.663160205	1.747146964	1.781461	1.612115979	2.575568914	"Q6P5H2-2;Q6P5H2"	"Q6P5H2-2;Q6P5H2"	"Nestin"	"Nes"
"52"	0.5917593	1.267937	1	"313"	0.9113688	0.9404989	-0.07658998	1.25217	1.466521	1.085121	0.5917593	1.267937	10	11	1	59.2	3.7	27.217	0	56.905	196340000	0.929848324	0.838093162	0.933866739	0.962146699	0.913050532	0.932945311	0.975500762	-0.062587433	-0.099676564	-0.067505941	1.39744091	0.950355649	1.408712745	1.646911263	1.202593923	1.550058961	0.913872123	1.14176321	1.199727774	"E9QN08;Q80T06;P57776;A0A0R4J1L2;Q91VK2;P57776-2;D3YUQ9;D3YZT9;D3Z7N2;D3YY68"	"E9QN08;Q80T06;P57776;A0A0R4J1L2;Q91VK2;P57776-2;D3YUQ9;D3YZT9;D3Z7N2;D3YY68"	"Elongation factor 1-delta"	"Eef1d"
"53"	0.6404998	1.127323	1	"887"	0.8454902	0.84457	0.2314391	0.7773149	1.072401	1.532253	0.6404998	1.127323	5	25	2	59.9	5.4	68.819	0	154.21	148990000	0.884169399	0.763914406	0.867997527	0.904558659	0.887819767	0.828576088	0.817314088	0.272630513	0.19024764	NA	0.526250362	0.821598649	0.984095633	0.923213959	1.102900982	1.191087127	1.152166009	1.912338972	NA	"Q8R550-3;Q8R550-2;E9Q0C1;Q8R550-8;B1AZ85"	"Q8R550-3;Q8R550-2;E9Q0C1;Q8R550-8"	"SH3 domain-containing kinase-binding protein 1"	"Sh3kbp1"
"54"	0.8203925	1.664508	1	"945"	1.157616	1.084213	0.2193487	1.387687	1.543582	2.062256	0.8203925	1.664508	5	57	57	60.6	60.6	126.61	0	323.31	6613300000	1.242450373	1.185995221	1.171375394	1.115477324	1.081707239	1.083789229	1.087142229	0.229579449	0.204011381	0.224455357	1.375315785	1.208162069	1.579582095	1.464250326	1.367320061	1.799176931	2.038222551	2.147026777	2.001517296	"Q99P72;Q99P72-3;Q8BH78;Q8BHF5;Q99P72-1"	"Q99P72;Q99P72-3"	"Reticulon-4"	"Rtn4"
"55"	1.308038	1.262474	1	"112"	1.444583	1.336555	1.142975	1.182513	1.24907	1.355839	1.308038	1.262474	6	75	75	62.1	62.1	164.9	0	323.31	769120000	1.285255949	1.242839456	1.415223837	1.675686717	1.191646576	1.371418834	1.446599245	1.128431559	1.12827003	1.17222333	1.05801177	1.007857561	1.48167038	1.088890314	1.191431284	1.466889143	1.137037396	1.887786031	1.042693615	"A2AST1;E9Q8Q6;D6RJ38;A2AK24;J3QNK9;J3QN68"	"A2AST1;E9Q8Q6"	""	"Ccdc141"
"56"	0.6723854	0.9272189	1	"1000"	0.8826991	0.9550501	0.1794069	0.9819647	0.9966941	0.8029977	0.6723854	0.9272189	8	15	15	62.7	62.7	36.428	0	172.38	104080000	0.799802115	0.826476514	0.948486328	0.873134553	1.035069346	0.951789081	0.878291965	0.169292256	0.16690354	0.202024907	1.039030075	0.804155707	1.10270834	0.929888248	0.95557785	1.104616165	0.78452456	0.78848654	0.835982084	"Q9DAW9;A0A0G2JDV8;A0A0G2JFI6;A0A0G2JFC8;A0A0G2JFG3;D3Z7R6;Q543F3;Q08093"	"Q9DAW9;A0A0G2JDV8"	"Calponin-3"	"Cnn3"
"57"	0.6012738	1.183474	1	"585"	0.7796273	0.8033752	0.2208189	1.283716	0.9790965	1.28761	0.6012738	1.183474	3	15	15	62.7	62.7	35.556	0	25.47	101890000	0.892374048	0.842047274	0.671135783	0.825698674	0.854603589	0.708752275	0.846769929	0.244029582	0.206852853	0.211574361	0.893537104	1.457037687	1.500574112	1.335348606	0.699926496	0.902014256	1.094645858	1.456684828	1.311499596	"P70271;Q5SWV3;A8Y5C3"	"P70271;Q5SWV3"	"PDZ and LIM domain protein 4"	"Pdlim4"
"58"	1.047813	1.779355	1	"592"	1.554479	1.526355	0.06260373	1.700134	1.853558	1.784375	1.047813	1.779355	2	125	125	66	66	220.5	0	323.31	7403600000	1.413584122	1.565942168	1.55694139	1.540554643	1.501470089	1.620531678	1.457064033	0.070111774	0.055531219	0.062168185	1.793093204	1.610072374	1.6972363	1.909001708	1.844238997	1.807432532	1.693867564	1.827860117	1.831396222	"P70670;Q60817"	"P70670"	"Nascent polypeptide-associated complex subunit alpha, muscle-specific form"	"Naca"
"59"	0.596024	1.092938	1	"34"	0.8381488	0.8097115	0.1402118	1.05835	1.032738	1.187727	0.596024	1.092938	1	93	75	72.7	56.6	152.67	0	323.31	1.447e+09	0.844481182	0.858477056	0.837803006	0.818166494	0.831620276	0.773779154	0.823734999	0.148510098	0.151584357	0.120541044	1.096703768	1.002775311	1.075570822	1.07588625	0.936629117	1.085699201	1.259187579	1.327134013	0.976858735	"A0A0G2JFH2"	"A0A0G2JFH2"	""	""
"60"	0.2898222	0.7359384	1	"474"	0.4974408	0.3344829	0.03754284	0.7478825	0.5879952	0.8719375	0.2898222	0.7359384	6	44	39	77.2	70.8	53.497	0	323.31	1380300000	0.512880302	0.495016754	0.518869162	0.478436619	0.31567651	0.340325117	0.347447127	0.034668539	0.013427112	0.064532861	0.776945591	0.727369487	0.739332497	0.614054263	0.568282485	0.581649005	0.891916394	1.042772293	0.681123614	"Q3V1K9;P31001;D3YZ35;A0A0R4J036;P08551;P08553"	"Q3V1K9;P31001"	"Desmin"	"Des"
"61"	0.7937898	1.128446	1	"293"	1.496354	0.6780688	0.2069469	0.5403414	0.8791378	1.965857	0.7937898	1.128446	2	322	322	81.9	81.9	604.25	0	323.31	8747400000	0.961117658	2.21669364	1.112169147	1.160198331	0.666976333	0.680281103	0.686948955	0.209461391	0.206933752	0.204445571	0.957267046	0.969602704	-0.305845588	1.200962901	1.107271075	0.329179198	1.941004276	1.981324673	1.97524333	"E9Q616;G5E8K8"	"E9Q616"	""	"Ahnak"
"62"	1.422116	1.318437	1	"627"	1.750417	1.686557	0.8293742	0.9839919	1.238698	1.732621	1.422116	1.318437	1	78	41	89.2	53.9	88.597	0	323.31	6.2981e+10	1.370276421	1.745473027	1.776911736	1.728864908	1.702258229	1.681223154	1.676190495	0.827220619	0.825465083	0.835436881	1.065329909	0.985773563	0.900872052	1.277399063	1.206992269	1.231702328	1.762663603	1.710210443	1.724988222	"Q14315_1"	"Q14315_1"	""	""
"63"	-0.001821384	0.4535621	2	"1029"	-0.08273035	-0.2244806	0.3017468	0.291338	0.2975562	0.7717921	-0.001821384	0.4535621	2	31	31	8.1	8.1	532.04	0	50.177	24393000	0.225870343	-0.102334432	-0.055236116	-0.090620503	-0.302291274	-0.154982626	-0.216167837	0.291524231	0.296928316	0.316787809	0.171804294	0.548336327	0.153873309	0.277045429	0.316430688	0.299192458	0.830447495	0.689166725	0.795761883	"Q9JHU4;F6ZX84"	"Q9JHU4"	"Cytoplasmic dynein 1 heavy chain 1"	"Dync1h1"
"64"	0.164416	0.2548662	2	"179"	0.03641171	0.05685531	0.399981	0.1321107	0.164375	0.4681129	0.164416	0.2548662	6	16	8	8.1	4.6	274.63	0	16.14	10237000	0.197888345	NA	0.050147675	0.022675743	0.017534178	0.162235737	-0.009203995	0.367858887	0.432103068	NA	NA	0.088288553	0.17593278	NA	0.289163649	0.039586291	0.531734288	0.404491633	NA	"B7FAV1;B7FAU9;Q8BTM8;F6XC15;Q8BTM8-2;J3JS91"	"B7FAV1;B7FAU9;Q8BTM8"	"Filamin-A"	"Flna"
"65"	-0.002808849	0.2611282	2	"969"	0.1149032	-0.04891516	-0.07441455	0.3420731	NA	0.1801832	-0.002808849	0.2611282	3	5	4	8.6	7.1	80.491	0	6.5534	7001300	0.119147786	0.049566884	0.228220657	0.066921964	NA	NA	-0.048915163	0.021230645	NA	-0.170059741	NA	0.373526186	0.310620099	NA	NA	NA	0.225360975	NA	0.135005355	"Q9CZW4;E9PUC2;D3Z4I4"	"Q9CZW4;E9PUC2"	"Long-chain-fatty-acid--CoA ligase 3"	"Acsl3"
"66"	0.3158853	0.5344188	2	"779"	0.4613785	0.4381467	0.04813093	0.4718807	0.6238977	0.5074781	0.3158853	0.5344188	1	7	7	8.9	8.9	140.83	0	12.351	5122000	0.425152084	NA	NA	0.461378455	NA	NA	0.438146651	0.048130933	NA	NA	NA	NA	0.471880674	NA	NA	0.623897731	0.507478058	NA	NA	"Q6ZPJ3"	"Q6ZPJ3"	"E2/E3 hybrid ubiquitin-protein ligase UBE2O"	"Ube2o"
"67"	0.1826664	0.5039864	2	"675"	0.2153259	0.1933741	0.1392992	0.4118089	0.4005086	0.6996416	0.1826664	0.5039864	6	8	8	9.1	9.1	129.56	0	31.209	13497000	0.333808371	0.167405948	0.244054347	0.234517276	0.176669925	0.184208632	0.219243869	0.181757882	0.096840508	NA	0.438695818	0.397126466	0.39960438	0.430590957	0.322165042	0.448769659	0.647050321	0.752232909	NA	"Q3UPL0-2;Q3UPL0;S4R2A9;S4R192;S4R256;S4R1Y8"	"Q3UPL0-2;Q3UPL0;S4R2A9"	"Protein transport protein Sec31A"	"Sec31a"
"68"	0.2364829	0.4493461	2	"770"	0.3409973	0.2770659	0.09138554	0.5450045	0.5385465	0.2644873	0.2364829	0.4493461	2	10	10	9.3	9.3	138.97	0	19.512	10259000	0.357839399	NA	0.339769334	0.342225194	NA	0.292654723	0.261476994	0.091385543	NA	NA	NA	0.500161767	0.589847267	NA	0.538546503	NA	0.264487267	NA	NA	"Q6P549;A0A087WPT7"	"Q6P549;A0A087WPT7"	"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2"	"Inppl1"
"69"	0.1904036	0.3686579	2	"285"	0.1725189	0.1059264	0.2927654	0.3534122	0.2105332	0.5420282	0.1904036	0.3686579	1	26	26	14	14	303.97	0	86.745	39400000	0.240140412	0.228631288	0.156185582	0.132739827	-0.017028129	0.2162451	0.118562311	0.292765379	NA	NA	0.338689089	0.363081068	0.358466417	0.219380289	0.231776401	0.180442899	0.542028248	NA	NA	"E9Q394"	"E9Q394"	""	"Akap13"
"70"	0.150658	0.261498	2	"642"	0.2125029	0.1129816	0.1264894	0.2803651	0.2559538	0.2481752	0.150658	0.261498	6	9	2	14.5	3.9	73.101	0	21.182	29316000	0.206078014	0.14210777	0.197859243	0.297541648	0.097326726	0.125741452	0.115876652	0.124895297	0.144792065	0.109780982	0.210299447	0.300075591	0.330720305	0.207888603	0.256067127	0.303905845	0.346607208	0.135609642	0.262308657	"Q3TQX5;Q62167;B9EIA2;P16381;Q3V086;Q61496"	"Q3TQX5;Q62167;B9EIA2;P16381"	"ATP-dependent RNA helicase DDX3X;Putative ATP-dependent RNA helicase Pl10"	"Ddx3x;D1Pas1"
"71"	0.01010502	0.1744251	2	"237"	0.01148168	0.1525106	-0.1336772	0.03172391	0.126363	0.3651884	0.01010502	0.1744251	3	4	4	15.4	15.4	41.683	0	6.5858	8711600	0.087566955	NA	0.009578363	0.013384996	NA	0.113542274	0.191478968	-0.133677229	NA	NA	NA	0.040796392	0.022651419	NA	0.052831057	0.19989495	0.36518836	NA	NA	"D3YZJ1;Q64337-2;Q64337"	"D3YZJ1;Q64337-2;Q64337"	"Sequestosome-1"	"Sqstm1"
"72"	-0.05788118	0.2222477	2	"454"	-0.1658407	-0.1623412	0.1545384	0.114798	0.1204559	0.4314893	-0.05788118	0.2222477	2	36	36	18.8	18.8	272.43	0	142.08	106160000	0.082183277	-0.168111041	-0.153582454	-0.175828606	-0.125686377	-0.177041218	-0.184296101	0.164114833	0.147181451	0.152318925	0.166056439	0.116321512	0.062015969	0.152612448	0.116134249	0.092620909	0.380898327	0.397748858	0.515820861	"P19096;A0A0U1RNJ1"	"P19096;A0A0U1RNJ1"	"Fatty acid synthase;[Acyl-carrier-protein] S-acetyltransferase;[Acyl-carrier-protein] S-malonyltransferase;3-oxoacyl-[acyl-carrier-protein] synthase;3-oxoacyl-[acyl-carrier-protein] reductase;3-hydroxyacyl-[acyl-carrier-protein] dehydratase;Enoyl-[acyl-carrier-protein] reductase;Oleoyl-[acyl-carrier-protein] hydrolase"	"Fasn"
"73"	0.223744	0.5595124	2	"67"	0.4851289	0.4147508	-0.2286477	1.063014	0.5364504	0.07907266	0.223744	0.5595124	5	11	11	19.8	19.8	72.544	0	42.559	19116000	0.40715551	NA	0.494891703	0.475366056	0.520260751	0.479863107	0.24412863	-0.228647739	NA	NA	NA	1.06301403	NA	NA	0.536450386	NA	0.079072662	NA	NA	"A0A0R4J1E3;Q9QXS6-3;Q9QXS6;Q9QXS6-2;F7CPL2"	"A0A0R4J1E3;Q9QXS6-3;Q9QXS6;Q9QXS6-2"	"Drebrin"	"Dbn1"
"74"	0.07663913	0.1292668	2	"744"	0.07727242	0.04501824	0.1076267	0.0387329	0.1660688	0.1829986	0.07663913	0.1292668	6	5	2	19.9	8.2	34.917	0	5.2025	13977000	0.102952957	NA	0.129689902	0.024854947	NA	0.064607732	0.025428759	0.112202704	0.103050739	NA	NA	0.059927005	0.017538801	NA	0.193480864	0.13865678	0.250420004	0.115577251	NA	"Q61990-2;Q61990-3;Q61990;E9Q7D8;P57722-2;P57722"	"Q61990-2;Q61990-3;Q61990;E9Q7D8;P57722-2;P57722"	"Poly(rC)-binding protein 2;Poly(rC)-binding protein 3"	"Pcbp2;Pcbp3"
"75"	0.2685283	0.5822448	2	"487"	0.4089063	0.4015839	-0.004905235	0.5724052	0.6023779	0.5719513	0.2685283	0.5822448	4	10	10	21.2	21.2	83.125	0	125.1	25002000	0.436328597	NA	0.457124621	0.36068809	0.487604946	0.35220179	0.364944786	0.050186329	-0.059996799	NA	NA	0.589526474	0.555283964	0.691755831	0.55956322	0.555814624	0.613165021	0.53073746	NA	"P42227-2;P42227-3;P42227;B7ZC18"	"P42227-2;P42227-3;P42227;B7ZC18"	"Signal transducer and activator of transcription 3;Signal transducer and activator of transcription"	"Stat3"
"76"	-0.06520985	0.3385899	2	"432"	-0.1002104	-0.3729798	0.2775607	0.2917585	0.3105036	0.4135075	-0.06520985	0.3385899	11	33	33	21.2	21.2	272.53	0	109.68	89804000	0.136690009	-0.079662725	-0.095641568	-0.125326887	-0.310566813	-0.392534226	-0.41583845	0.289165139	0.288003147	0.255513698	0.203231454	0.34214133	0.329902649	0.399430007	0.283729464	0.24835144	0.441616565	0.311965674	0.486940265	"P11276;A0A087WS56;Q3UHL6;A0A087WR50;B7ZNJ1;B9EHT6;A0A087WSN6;A0A087WS99;Q4KL80;A0A087WSU6;A0A087WQE0"	"P11276;A0A087WS56;Q3UHL6;A0A087WR50;B7ZNJ1;B9EHT6;A0A087WSN6"	"Fibronectin;Anastellin"	"Fn1"
"77"	-0.2077703	0.2484613	2	"471"	-0.1198376	-0.1345436	-0.3689297	0.09722176	0.1179524	0.5302097	-0.2077703	0.2484613	2	10	10	21.3	21.3	61.336	0	32.978	55992000	0.012808669	-0.1289469	-0.11783421	-0.112731621	-0.134931564	-0.092121266	-0.176577926	NA	-0.418494076	-0.319365382	0.112185828	0.119901292	0.059578162	0.174320742	0.144747451	0.034788884	NA	0.391940206	0.668479085	"P26443;F7CFA5"	"P26443"	"Glutamate dehydrogenase 1, mitochondrial"	"Glud1"
"78"	-0.04938866	0.1587533	2	"914"	-0.1756682	-0.1765013	0.2040035	0.1349386	0.1077306	0.2335907	-0.04938866	0.1587533	5	6	6	21.8	21.8	41.498	0	14.588	23015000	0.034167968	-0.098917827	-0.205651402	-0.222435445	-0.162758887	-0.164150968	-0.202593952	0.113408521	NA	0.29459849	0.194173023	0.153285652	0.057357114	0.161352381	0.010545723	0.151293755	0.254354715	NA	0.212826595	"Q91Z25;Q9WV32;F6THG2;D3Z6S0;F6VVE6"	"Q91Z25;Q9WV32;F6THG2"	"Actin-related protein 2/3 complex subunit 1B"	"Arpc1b"
"79"	0.05499741	0.155789	2	"537"	0.017481	0.02858544	0.1189258	0.07287695	0.1225556	0.2719345	0.05499741	0.155789	2	3	3	22.7	22.7	13.373	0	10.304	39741000	0.079668367	-0.018339926	0.077549584	-0.006766641	0.045127325	0.018159395	0.022469608	0.118925773	NA	NA	0.128625587	0.019710228	0.070295043	0.185612559	0.070744589	0.111309536	0.271934479	NA	NA	"Q5BLK2;P60867"	"Q5BLK2;P60867"	"40S ribosomal protein S20"	"Rps20"
"80"	0.001439451	0.363107	2	"719"	0.1052124	0.03156186	-0.1324559	0.2421347	0.2193495	0.6278368	0.001439451	0.363107	7	17	17	24.2	24.2	116.45	0	49.109	51670000	0.163582584	0.135355309	0.107040294	0.073241636	-0.013631407	0.033463988	0.074852988	-0.132455915	NA	NA	0.293948233	0.170522526	0.261933267	0.227729663	0.209496707	0.220822126	0.627836764	NA	NA	"Q60597;Q60597-3;Z4YJV4;Q60597-2;Q60597-4;E9Q7L0;Q5SVY0"	"Q60597;Q60597-3;Z4YJV4;Q60597-2;Q60597-4"	"2-oxoglutarate dehydrogenase, mitochondrial"	"Ogdh"
"81"	-0.1248003	0.3943278	2	"1055"	0.09802148	0.04883525	-0.5212576	0.3781858	0.2511812	0.5536166	-0.1248003	0.3943278	2	6	6	24.6	24.6	36.154	0	16.583	44857000	0.134763779	0.189714834	0.068000227	0.036349364	-0.003470826	0.08521919	0.064757392	-0.558556259	-0.492171109	-0.513045549	0.398265898	0.338622749	0.397668689	0.273509145	0.298431993	0.181602538	0.55075407	0.605692804	0.504402876	"Q9WUM5;A0A0N4SVU4"	"Q9WUM5"	"Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial"	"Suclg1"
"82"	0.1724294	0.34954	2	"327"	0.31481	0.3406334	-0.1381551	0.333601	0.2752129	0.4398062	0.1724294	0.34954	1	4	2	25.3	8.2	16.81	0	6.5459	44967000	0.292458764	0.327481568	0.310523361	0.306425035	0.427956492	0.343743324	0.250200331	-0.138155073	NA	NA	0.36788702	0.301525384	0.33139047	0.306396157	0.295514911	0.223727494	0.439806223	NA	NA	"F6RQN3"	"F6RQN3"	""	"Atp2a1"
"83"	0.2443378	0.5626644	2	"751"	0.18369	0.1886557	0.3606675	0.383557	0.5715028	0.7329333	0.2443378	0.5626644	5	9	9	25.9	25.9	60.545	0	13	15498000	0.40350106	0.196507782	0.20986338	0.144698739	0.049992848	0.239099175	0.276875228	0.35320434	0.363160521	0.36563772	0.44302246	0.274439514	0.433209062	0.481433392	0.48684901	0.746226013	0.616223335	0.74745065	0.835125923	"Q62523;Q7TQE2;A0A0N4SVP4;A0A0N4SVD2;A0A0N4SUX7"	"Q62523;Q7TQE2"	"Zyxin"	"Zyx"
"84"	0.08203728	0.2306716	2	"666"	0.1666912	0.08528948	-0.005868883	0.1929789	0.2873969	0.2116391	0.08203728	0.2306716	5	8	8	26.6	26.6	40.522	0	19.867	53127000	0.156354452	0.182671383	0.207284227	0.110118113	0.082605854	0.062168185	0.1110944	-0.003470826	-0.036646675	0.022510853	0.207230195	0.261473089	0.110233448	0.316547692	0.282254606	0.263388366	0.227912396	0.235073701	0.171931133	"Q3UIG8;Q9JIF0-3;Q9JIF0-2;Q9JIF0;Q6PAK3"	"Q3UIG8;Q9JIF0-3;Q9JIF0-2;Q9JIF0"	"Protein arginine N-methyltransferase 1"	"Prmt1"
"85"	0.07816257	0.1668032	2	"457"	0.1491694	0.222816	-0.1374978	0.07385984	0.168723	0.2578267	0.07816257	0.1668032	1	14	12	27.8	23.7	72.421	0	71.792	44251000	0.122482884	0.099887729	0.186702117	0.160918504	0.27258417	0.178458944	0.217404991	-0.123383842	-0.164772481	-0.124336943	0.025143024	0.121650569	0.074785918	0.067876428	0.2753883	0.162904203	0.310034454	0.241197705	0.222248122	"P20029"	"P20029"	"78 kDa glucose-regulated protein"	"Hspa5"
"86"	-0.04470932	0.1819614	2	"176"	-0.05041125	-0.1866295	0.1029128	0.2644622	0.185472	0.09594998	-0.04470932	0.1819614	7	9	9	29.1	29.1	36.609	0	56.511	59600000	0.068626027	-0.103429705	-0.041694179	-0.006109879	-0.221761897	-0.164512366	-0.173614159	0.121165745	0.104930758	0.082641765	0.236197785	0.295334786	0.261853904	0.118324369	0.18849203	0.249599591	0.194403321	0.042023946	0.051422667	"B2RXM2;J3QNY1;Q8BG05-2;A2AL12;Q8BG05;A2AL13;V9GX38"	"B2RXM2;J3QNY1;Q8BG05-2;A2AL12;Q8BG05"	"Heterogeneous nuclear ribonucleoprotein A3"	"Gm6793;Gm9242;Hnrnpa3"
"87"	0.07523021	0.3337585	2	"374"	0.1113778	0.08842437	0.02588845	0.3055471	0.3378331	0.3578953	0.07523021	0.3337585	3	29	13	29.4	12.3	114.86	0	43.581	118580000	0.204494357	0.132707819	0.10636092	0.095064677	0.105646424	0.061640948	0.097985744	0.019324053	-0.013246187	0.071587488	0.324093401	0.30963555	0.282912284	0.365704149	0.312061042	0.335734189	0.457609445	0.386855543	0.229220942	"J3KMM5;O55143;O55143-2"	"J3KMM5;O55143;O55143-2"	"Calcium-transporting ATPase;Sarcoplasmic/endoplasmic reticulum calcium ATPase 2"	"Atp2a2"
"88"	0.0138954	0.1783169	2	"789"	0.02600388	-0.08408091	0.09976321	0.1653451	0.1753319	0.1942737	0.0138954	0.1783169	3	19	19	29.7	29.7	102.09	0	69.193	44069000	0.096106154	0.077694856	-0.010999834	0.011316631	-0.10499759	0.034588374	-0.181833521	0.044696514	0.163876653	0.090716466	-0.037426505	0.246876776	0.286585063	0.139105275	0.180548176	0.206342295	0.273533672	0.144013479	0.165273994	"Q78PY7;Q3TJ56;E9Q3E9"	"Q78PY7;Q3TJ56"	"Staphylococcal nuclease domain-containing protein 1"	"Snd1"
